227542100,287593,0.6449,9.7208,0.9906,0.0195,-0.0599,-0.0232,19.45
239194800,287604,0.6389,9.7304,0.9918,0.0195,-0.0586,-0.0257,19.52
250302900,287616,0.6437,9.7232,0.9894,0.0195,-0.0562,-0.0293,19.52
261421500,287627,0.6544,9.7256,0.9739,0.0195,-0.0562,-0.0281,19.44
272620200,287638,0.6497,9.7161,0.9823,0.0195,-0.0599,-0.0244,19.44
284166400,287649,0.6341,9.7220,0.9835,0.0195,-0.0599,-0.0232,19.42
295265000,287661,0.6520,9.7173,0.9823,0.0195,-0.0562,-0.0293,19.47
306481100,287672,0.6580,9.7184,0.9775,0.0195,-0.0562,-0.0281,19.47
317978900,287683,0.6616,9.7232,0.9882,0.0195,-0.0586,-0.0244,19.48
329186400,287693,0.6389,9.7256,0.9882,0.0195,-0.0599,-0.0244,19.48
340343200,287705,0.6389,9.7137,0.9894,0.0195,-0.0586,-0.0269,19.45
351480200,287716,0.6556,9.7244,0.9787,0.0208,-0.0562,-0.0281,19.45
362966700,287727,0.6616,9.7161,0.9811,0.0195,-0.0574,-0.0257,19.50
374203200,287738,0.6508,9.7196,0.9823,0.0195,-0.0599,-0.0244,19.50
385246400,287750,0.6461,9.7244,0.9835,0.0195,-0.0574,-0.0269,19.48
396489000,287761,0.6461,9.7161,0.9835,0.0195,-0.0574,-0.0281,19.43
407599600,287772,0.6592,9.7161,0.9811,0.0195,-0.0586,-0.0269,19.43
419175600,287783,0.6485,9.7256,0.9858,0.0195,-0.0599,-0.0244,19.48
430250800,287795,0.6377,9.7244,0.9870,0.0195,-0.0586,-0.0244,19.48
441440500,287806,0.6473,9.7232,0.9787,0.0195,-0.0562,-0.0269,19.49
452507400,287817,0.6544,9.7184,0.9775,0.0195,-0.0574,-0.0281,19.49
464111700,287828,0.6544,9.7220,0.9799,0.0195,-0.0586,-0.0269,19.45
475219400,287840,0.6401,9.7208,0.9823,0.0195,-0.0586,-0.0257,19.46
486395700,287851,0.6461,9.7244,0.9811,0.0195,-0.0574,-0.0281,19.46
497444800,287862,0.6532,9.7220,0.9870,0.0195,-0.0574,-0.0281,19.50
509091200,287874,0.6580,9.7208,0.9811,0.0208,-0.0586,-0.0257,19.50
520148600,287885,0.6401,9.7208,0.9787,0.0195,-0.0599,-0.0244,19.45
531395500,287896,0.6413,9.7149,0.9787,0.0195,-0.0586,-0.0257,19.45
542417000,287907,0.6556,9.7161,0.9799,0.0195,-0.0562,-0.0269,19.44
554003900,287919,0.6556,9.7173,0.9823,0.0195,-0.0574,-0.0269,19.44
565154000,287930,0.6461,9.7232,0.9799,0.0195,-0.0586,-0.0244,19.46
576318400,287941,0.6437,9.7184,0.9787,0.0195,-0.0574,-0.0257,19.46
587425100,287952,0.6532,9.7149,0.9739,0.0208,-0.0574,-0.0269,19.46
599009900,287964,0.6592,9.7125,0.9775,0.0195,-0.0574,-0.0269,19.48
610153800,287975,0.6604,9.7220,0.9882,0.0195,-0.0586,-0.0257,19.48
621303200,287986,0.6449,9.7196,0.9799,0.0195,-0.0586,-0.0257,19.48
632446800,287997,0.6473,9.7196,0.9918,0.0195,-0.0574,-0.0269,19.48
643641200,288009,0.6532,9.7244,0.9799,0.0183,-0.0574,-0.0281,19.45
655191400,288020,0.6485,9.7220,0.9835,0.0195,-0.0586,-0.0244,19.51
666254800,288031,0.6473,9.7232,0.9882,0.0195,-0.0586,-0.0244,19.51
677460800,288043,0.6508,9.7184,0.9823,0.0195,-0.0574,-0.0269,19.48
688561600,288054,0.6449,9.7280,0.9846,0.0195,-0.0562,-0.0269,19.48
700205200,288065,0.6652,9.7208,0.9751,0.0195,-0.0574,-0.0257,19.47
711266300,288076,0.6497,9.7220,0.9811,0.0195,-0.0586,-0.0257,19.47
722390700,288088,0.6461,9.7292,0.9835,0.0195,-0.0586,-0.0257,19.47
